Country,Currency Type,Business Line,Team/Business Unit,Year,Cycle,Terr ID,Emp ID,Emp_Name,Role_Name,Product Name,Metric Type,Product wt,Metric/sales-non sales,Plan Type,Targets,Sales,Attainment,Achievement,Product Target_pay,Eligibility,Product level Payout,FLM_Flag,FLM
Spain,Euro (EUR),BL-A,Team5,2023,Q2-2023,371571786,84600786,taBala786,PRZEDSTAWICIEL MEDYCZNY,CrestorDrops,Currency,0.175,Sales,SvT - Currency,141697.5103,113215.5,0.8,0,1155,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2022,Q3-2022,401571786,574600786,taPiec786,STARSZY PRZEDSTAWICIEL MEDYCZNY,RemicadeInjection,Currency,0.03,Sales,EI,0,0,0.95,0,219,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2021,C3-2021,401571786,574600786,taPiec786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Pediacure Spray,Currency,0.07,Sales,SvT - Currency,232499.4913,183257.77,0.79,0,511,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2025,Q1-2025,401571786,574600786,taPiec786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Immunorelief Lotion,Currency,0.15,Sales,SvT - Currency,80529.49575,79399.35,0.99,0,1095,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2024,Q2-2024,401571786,574600786,taPiec786,STARSZY PRZEDSTAWICIEL MEDYCZNY,EnbrelPowder,Currency,0.25,Sales,SvT - Currency,93882.40501,57866.88,0.62,0,1825,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2023,Q3-2023,401571786,574600786,taPiec786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Macroplus Ointment,Currency,0.075,Sales,EI,0,0,0.89,0,547.5,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2022,Q4-2022,401571786,574600786,taPiec786,STARSZY PRZEDSTAWICIEL MEDYCZNY,CrestorSpray,Currency,0.175,Sales,SvT - Currency,76790.85168,57697.85,0.75,0,1277.5,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2021,Q1-2021,401571786,574600786,taPiec786,STARSZY PRZEDSTAWICIEL MEDYCZNY,DermoZantacpure,Currency,0.075,Sales,EI,0,0,0.89,0,547.5,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2025,C1-2025,401571786,574600786,taPiec786,STARSZY PRZEDSTAWICIEL MEDYCZNY,VascularAspirinforte,Currency,0.175,Sales,SvT - Currency,167971.7536,113252.76,0.67,0,1277.5,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2024,C2-2024,411571786,974600786,waWnuk786,PRZEDSTAWICIEL MEDYCZNY,Pneumoheal Lotion,Currency,0.03,Sales,EI,0,0,1.04,1.92,198,1,380.16,0,REP
Spain,Euro (EUR),BL-D,Team2,2023,C1-2023,411571786,974600786,waWnuk786,PRZEDSTAWICIEL MEDYCZNY,Endoactive Lotion,Currency,0.07,Sales,SvT - Currency,217924.5782,186367.02,0.86,0,462,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2022,Q1-2022,411571786,974600786,waWnuk786,PRZEDSTAWICIEL MEDYCZNY,Renalheal Lotion,Currency,0.15,Sales,SvT - Currency,69033.87503,70249.56,1.02,1.3,990,1,1287,0,REP
Spain,Euro (EUR),BL-A,Team5,2021,Q2-2021,411571786,974600786,waWnuk786,PRZEDSTAWICIEL MEDYCZNY,Multiguard Capsule,Currency,0.25,Sales,SvT - Currency,65269.95995,59831.77,0.92,0.3,1650,1,495,0,REP
Spain,Euro (EUR),BL-D,Team2,2025,Q3-2025,411571786,974600786,waWnuk786,PRZEDSTAWICIEL MEDYCZNY,HypoTylenolextra,Currency,0.075,Sales,EI,0,0,0.99,0,495,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2024,Q4-2024,411571786,974600786,waWnuk786,PRZEDSTAWICIEL MEDYCZNY,Hyposhield Spray,Currency,0.175,Sales,SvT - Currency,75310.43633,79487.53,1.06,1.65,1155,1,1905.75,0,REP
Spain,Euro (EUR),BL-A,Team5,2023,Q1-2023,411571786,974600786,waWnuk786,PRZEDSTAWICIEL MEDYCZNY,Superguard Injection,Currency,0.075,Sales,EI,0,0,1.14,2,495,1,990,0,REP
Spain,Euro (EUR),BL-D,Team2,2022,C2-2022,411571786,974600786,waWnuk786,PRZEDSTAWICIEL MEDYCZNY,Urorapid Syrup,Currency,0.175,Sales,SvT - Currency,163246.5054,147201.6,0.9,0.2,1155,1,231,0,REP
Spain,Euro (EUR),BL-B,Team4,2021,Q3-2021,581571786,614600786,szStef786,PRZEDSTAWICIEL MEDYCZNY,Immunoforte Ointment,Currency,0.03,Sales,EI,0,0,0.98,0,198,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2025,C2-2025,581571786,614600786,szStef786,PRZEDSTAWICIEL MEDYCZNY,ActosPowder,Currency,0.07,Sales,SvT - Currency,183918.7191,150799.51,0.82,0,462,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2024,Q1-2024,581571786,614600786,szStef786,PRZEDSTAWICIEL MEDYCZNY,TylenolCapsule,Currency,0.15,Sales,SvT - Currency,68646.60058,68447.95,1,0,990,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2023,Q2-2023,581571786,614600786,szStef786,PRZEDSTAWICIEL MEDYCZNY,AvastinDrops,Currency,0.25,Sales,SvT - Currency,91136.93294,65132.6,0.71,0,1650,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2022,C1-2022,581571786,614600786,szStef786,PRZEDSTAWICIEL MEDYCZNY,Cardiopure Tablet,Currency,0.075,Sales,EI,0,0,0.96,0,495,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2021,C3-2021,581571786,614600786,szStef786,PRZEDSTAWICIEL MEDYCZNY,AriceptCapsule,Currency,0.175,Sales,SvT - Currency,71632.90366,60225.88,0.84,0,1155,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2025,Q1-2025,581571786,614600786,szStef786,PRZEDSTAWICIEL MEDYCZNY,Pediaboost Spray,Currency,0.075,Sales,EI,0,0,0.91,0,495,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2024,Q2-2024,581571786,614600786,szStef786,PRZEDSTAWICIEL MEDYCZNY,CrestorDrops,Currency,0.175,Sales,SvT - Currency,174795.9107,132479.42,0.76,0,1155,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2023,C1-2023,641571786,874600786,naMula786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,CardioRituxancure,Currency,0.03,Sales,EI,0,0,0.98,0,240,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2022,Q4-2022,641571786,874600786,naMula786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Immunorelief Lotion,Currency,0.07,Sales,SvT - Currency,208065.8132,167313.59,0.8,0,560,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2021,Q1-2021,641571786,874600786,naMula786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,AdvilDrops,Currency,0.15,Sales,SvT - Currency,75030.54896,81624.84,1.09,0,1200,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2025,C2-2025,641571786,874600786,naMula786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,EnbrelDrops,Currency,0.25,Sales,SvT - Currency,106546.8065,87521.88,0.82,0,2000,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2024,Q3-2024,641571786,874600786,naMula786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,AriceptLotion,Currency,0.075,Sales,EI,0,0,1.1,2,600,1,1200,0,REP
Spain,Euro (EUR),BL-A,Team5,2023,Q4-2023,641571786,874600786,naMula786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,CymbaltaSyrup,Currency,0.175,Sales,SvT - Currency,91264.56048,90896.59,1,0,1400,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2022,Q1-2022,641571786,874600786,naMula786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,ImmunoLantuscare,Currency,0.075,Sales,EI,0,0,1.01,1,600,1,600,0,REP
Spain,Euro (EUR),BL-B,Team4,2021,Q2-2021,641571786,874600786,naMula786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Psychoadvance Gel,Currency,0.175,Sales,SvT - Currency,147045.05,125030.76,0.85,0,1400,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2025,Q3-2025,11571786,564600786,naSuch786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Micrototal Powder,Currency,0.03,Sales,EI,0,0,0.96,0,219,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2024,Q4-2024,11571786,564600786,naSuch786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Renalgentle Gel,Currency,0.07,Sales,SvT - Currency,122630.3445,112980.6,0.92,0,511,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2023,Q1-2023,11571786,564600786,naSuch786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Microplus Ointment,Currency,0.15,Sales,SvT - Currency,36331.12083,36263.72,1,0,1095,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2022,C2-2022,11571786,564600786,naSuch786,STARSZY PRZEDSTAWICIEL MEDYCZNY,HypoLipitorprime,Currency,0.25,Sales,SvT - Currency,65198.36367,37514.54,0.58,0,1825,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2021,C1-2021,11571786,564600786,naSuch786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Hyposhield Spray,Currency,0.075,Sales,EI,0,0,1.19,2,547.5,1,1095,0,REP
Spain,Euro (EUR),BL-B,Team4,2025,Q4-2025,11571786,564600786,naSuch786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Nanogentle Solution,Currency,0.175,Sales,SvT - Currency,70293.48433,59540.86,0.85,0,1277.5,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2024,Q1-2024,11571786,564600786,naSuch786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Pediacure Spray,Currency,0.075,Sales,EI,0,0,0.97,0,547.5,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2023,C3-2023,11571786,564600786,naSuch786,STARSZY PRZEDSTAWICIEL MEDYCZNY,RenalAspirincare,Currency,0.175,Sales,SvT - Currency,108280.6707,92359.02,0.85,0,1277.5,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2022,C3-2022,21571786,834600786,naSosn786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Neuroprime Ointment,Currency,0.03,Sales,EI,0,0,0.97,0,240,0.333333,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2021,C3-2021,21571786,834600786,naSosn786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,ProLyricaheal,Currency,0.07,Sales,SvT - Currency,275509.9473,278977.22,1.01,0,560,0.333333,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2025,Q1-2025,21571786,834600786,naSosn786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Macroforte Powder,Currency,0.15,Sales,SvT - Currency,67787.12119,65418.66,0.97,0,1200,0.333333,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2024,Q2-2024,21571786,834600786,naSosn786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,SeroquelInjection,Currency,0.25,Sales,SvT - Currency,90276.18307,61989.76,0.69,0,2000,0.333333,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2023,Q3-2023,21571786,834600786,naSosn786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Geriboost Spray,Currency,0.075,Sales,EI,0,0,1.13,2,600,0.333333,400,0,REP
Spain,Euro (EUR),BL-D,Team2,2022,Q4-2022,21571786,834600786,naSosn786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,AvastinDrops,Currency,0.175,Sales,SvT - Currency,47849.89461,47030.17,0.98,0,1400,0.333333,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2021,Q1-2021,21571786,834600786,naSosn786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,BioCymbaltacure,Currency,0.075,Sales,EI,0,0,1.02,1.3,600,0.333333,260,0,REP
Spain,Euro (EUR),BL-A,Team5,2025,Q2-2025,21571786,834600786,naSosn786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,HypoTylenolextra,Currency,0.175,Sales,SvT - Currency,180588.1661,138704.36,0.77,0,1400,0.333333,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2024,C1-2024,21571786,834600786,naSosn786,STARSZY PRZEDSTAWICIEL MEDYCZNY,ZantacCapsule,Currency,0.03,Sales,EI,0,0,0.97,0,219,0.666667,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2023,C2-2023,21571786,834600786,naSosn786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Macroactive Lotion,Currency,0.07,Sales,SvT - Currency,275509.9473,278977.22,1.01,0,511,0.666667,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2022,C1-2022,21571786,834600786,naSosn786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Metapure Capsule,Currency,0.15,Sales,SvT - Currency,67787.12119,65418.66,0.97,0,1095,0.666667,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2021,Q2-2021,21571786,834600786,naSosn786,STARSZY PRZEDSTAWICIEL MEDYCZNY,AriceptCapsule,Currency,0.25,Sales,SvT - Currency,90276.18307,61989.76,0.69,0,1825,0.666667,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2025,Q3-2025,21571786,834600786,naSosn786,STARSZY PRZEDSTAWICIEL MEDYCZNY,AriceptCapsule,Currency,0.075,Sales,EI,0,0,1.13,2,547.5,0.666667,730,0,REP
Spain,Euro (EUR),BL-A,Team5,2024,Q4-2024,21571786,834600786,naSosn786,STARSZY PRZEDSTAWICIEL MEDYCZNY,AriceptLotion,Currency,0.175,Sales,SvT - Currency,47849.89461,47030.17,0.98,0,1277.5,0.666667,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2023,Q1-2023,21571786,834600786,naSosn786,STARSZY PRZEDSTAWICIEL MEDYCZNY,RemicadeTablet,Currency,0.075,Sales,EI,0,0,1.02,1.3,547.5,0.666667,474.5,0,REP
Spain,Euro (EUR),BL-B,Team4,2022,C3-2022,21571786,834600786,naSosn786,STARSZY PRZEDSTAWICIEL MEDYCZNY,MacroZantacnatural,Currency,0.175,Sales,SvT - Currency,180588.1661,138704.36,0.77,0,1277.5,0.666667,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2021,C2-2021,31571786,644600786,kaSule786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,HypoTylenolextra,Currency,0.03,Sales,EI,0,0,0.96,0,240,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2025,Q4-2025,31571786,644600786,kaSule786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Immunoprime Gel,Currency,0.07,Sales,SvT - Currency,171475.1534,152911.04,0.89,0,560,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2024,Q1-2024,31571786,644600786,kaSule786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Neuroprime Ointment,Currency,0.15,Sales,SvT - Currency,53558.99737,52936.51,0.99,0,1200,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2023,Q2-2023,31571786,644600786,kaSule786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Immunoforte Ointment,Currency,0.25,Sales,SvT - Currency,75310.3199,46969.02,0.62,0,2000,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2022,C3-2022,31571786,644600786,kaSule786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Renalheal Lotion,Currency,0.075,Sales,EI,0,0,0.76,0,600,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2021,Q4-2021,31571786,644600786,kaSule786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Multirapid Gel,Currency,0.175,Sales,SvT - Currency,90338.29034,76035.02,0.84,0,1400,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2025,Q1-2025,31571786,644600786,kaSule786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,CardioRituxancure,Currency,0.075,Sales,EI,0,0,0.98,0,600,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2024,C1-2024,31571786,644600786,kaSule786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,OrthoTylenolplus,Currency,0.175,Sales,SvT - Currency,142146.854,119869.38,0.84,0,1400,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2023,C1-2023,41571786,374600786,naNowa786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Multiguard Capsule,Currency,0.03,Sales,EI,0,0,1.02,1.55,240,1,372,0,REP
Spain,Euro (EUR),BL-A,Team5,2022,C3-2022,41571786,374600786,naNowa786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,PlavixSolution,Currency,0.07,Sales,SvT - Currency,176701.7926,165731.15,0.94,0.4,560,1,224,0,REP
Spain,Euro (EUR),BL-D,Team2,2021,Q1-2021,41571786,374600786,naNowa786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,RemicadeInjection,Currency,0.15,Sales,SvT - Currency,61413.32354,63176.59,1.03,1.45,1200,1,1740,0,REP
Spain,Euro (EUR),BL-B,Team4,2025,Q2-2025,41571786,374600786,naNowa786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,EnbrelDrops,Currency,0.25,Sales,SvT - Currency,85801.88878,62036.72,0.72,0,2000,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2024,Q3-2024,41571786,374600786,naNowa786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Pneumoheal Lotion,Currency,0.075,Sales,EI,0,0,1.11,2,600,1,1200,0,REP
Spain,Euro (EUR),BL-D,Team2,2023,Q4-2023,41571786,374600786,naNowa786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,RemicadeTablet,Currency,0.175,Sales,SvT - Currency,66759.6783,70183.78,1.05,1.65,1400,1,2310,0,REP
Spain,Euro (EUR),BL-B,Team4,2022,Q1-2022,41571786,374600786,naNowa786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,VascularAspirinforte,Currency,0.075,Sales,EI,0,0,1,0.2,600,1,120,0,REP
Spain,Euro (EUR),BL-A,Team5,2021,Q2-2021,41571786,374600786,naNowa786,PRZEDSTAWICIEL MEDYCZNY-KONSULTANT,Metapure Capsule,Currency,0.175,Sales,SvT - Currency,132412.5051,126578.37,0.96,0.5,1400,1,700,0,REP
Spain,Euro (EUR),BL-D,Team2,2025,C2-2025,51571786,324600786,kaSoko786,PRZEDSTAWICIEL MEDYCZNY,ProSeroquelprime,Currency,0.03,Sales,EI,0,0,0.97,0,198,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2024,Q4-2024,51571786,324600786,kaSoko786,PRZEDSTAWICIEL MEDYCZNY,SeroquelInjection,Currency,0.07,Sales,SvT - Currency,83820.69396,76040.46,0.91,0,462,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2023,Q1-2023,51571786,324600786,kaSoko786,PRZEDSTAWICIEL MEDYCZNY,Macroactive Lotion,Currency,0.15,Sales,SvT - Currency,25747.77312,27463.48,1.07,0,990,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2022,Q2-2022,51571786,324600786,kaSoko786,PRZEDSTAWICIEL MEDYCZNY,AbilifyPowder,Currency,0.25,Sales,SvT - Currency,28624.12019,23162.48,0.81,0,1650,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2021,Q3-2021,51571786,324600786,kaSoko786,PRZEDSTAWICIEL MEDYCZNY,RemicadeInjection,Currency,0.075,Sales,EI,0,0,0.88,0,495,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2025,Q4-2025,51571786,324600786,kaSoko786,PRZEDSTAWICIEL MEDYCZNY,CymbaltaCream,Currency,0.175,Sales,SvT - Currency,58055.88246,51241.29,0.88,0,1155,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2024,Q1-2024,51571786,324600786,kaSoko786,PRZEDSTAWICIEL MEDYCZNY,ImmunoLantuscare,Currency,0.075,Sales,EI,0,0,0.92,0,495,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2023,Q2-2023,51571786,324600786,kaSoko786,PRZEDSTAWICIEL MEDYCZNY,Micrototal Powder,Currency,0.175,Sales,SvT - Currency,62063.34657,51297.61,0.83,0,1155,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2022,C2-2022,61571786,864600786,raDeme786,PRZEDSTAWICIEL MEDYCZNY,Hyponatural Drops,Currency,0.03,Sales,EI,0,0,0.94,0,198,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2021,C1-2021,61571786,864600786,raDeme786,PRZEDSTAWICIEL MEDYCZNY,ImmunoLantuscare,Currency,0.07,Sales,SvT - Currency,100683.7229,83880.86,0.83,0,462,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2025,Q1-2025,61571786,864600786,raDeme786,PRZEDSTAWICIEL MEDYCZNY,CardioRituxancure,Currency,0.15,Sales,SvT - Currency,33185.09815,30731.45,0.93,0,990,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2024,Q2-2024,61571786,864600786,raDeme786,PRZEDSTAWICIEL MEDYCZNY,Metapure Capsule,Currency,0.25,Sales,SvT - Currency,38976.72377,30180.26,0.77,0,1650,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2023,Q3-2023,61571786,864600786,raDeme786,PRZEDSTAWICIEL MEDYCZNY,TylenolCapsule,Currency,0.075,Sales,EI,0,0,0.99,0,495,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2022,Q4-2022,61571786,864600786,raDeme786,PRZEDSTAWICIEL MEDYCZNY,GynecoZantacactive,Currency,0.175,Sales,SvT - Currency,67005.12084,51706.73,0.77,0,1155,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2021,Q1-2021,61571786,864600786,raDeme786,PRZEDSTAWICIEL MEDYCZNY,Metapure Capsule,Currency,0.075,Sales,EI,0,0,0.97,0,495,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2025,Q2-2025,61571786,864600786,raDeme786,PRZEDSTAWICIEL MEDYCZNY,Macroactive Lotion,Currency,0.175,Sales,SvT - Currency,82843.61964,78828.33,0.95,0,1155,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2024,Q3-2024,71571786,204600786,taDani786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Immunoactive Capsule,Currency,0.03,Sales,EI,0,0,0.97,0,219,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2023,Q4-2023,71571786,204600786,taDani786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Hepatorapid Powder,Currency,0.07,Sales,SvT - Currency,156998.9706,131489.91,0.84,0,511,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2022,Q1-2022,71571786,204600786,taDani786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Gastrorelief Powder,Currency,0.15,Sales,SvT - Currency,44153.99635,46561.43,1.05,0,1095,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2021,C2-2021,71571786,204600786,taDani786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Immunoactive Capsule,Currency,0.25,Sales,SvT - Currency,54659.76502,42355.74,0.77,0,1825,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2025,C3-2025,71571786,204600786,taDani786,STARSZY PRZEDSTAWICIEL MEDYCZNY,AriceptCapsule,Currency,0.075,Sales,EI,0,0,0.99,0,547.5,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2024,Q4-2024,71571786,204600786,taDani786,STARSZY PRZEDSTAWICIEL MEDYCZNY,AvastinCream,Currency,0.175,Sales,SvT - Currency,87171.47656,77008.78,0.88,0,1277.5,1,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2023,C3-2023,71571786,204600786,taDani786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Actiextra Ointment,Currency,0.075,Sales,EI,0,0,0.9,0,547.5,1,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2022,Q2-2022,71571786,204600786,taDani786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Immunoactive Capsule,Currency,0.175,Sales,SvT - Currency,106516.7667,87395.42,0.82,0,1277.5,1,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2021,Q3-2021,281571786,234600786,gaChot786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Gastroforte Spray,Currency,0.03,Sales,EI,0,0,0.97,0,219,0,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2025,C3-2025,281571786,234600786,gaChot786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Gastroforte Spray,Currency,0.07,Sales,SvT - Currency,255624.8822,253445.77,0.99,0.65,511,0,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2024,Q1-2024,281571786,234600786,gaChot786,STARSZY PRZEDSTAWICIEL MEDYCZNY,RemicadeInjection,Currency,0.15,Sales,SvT - Currency,80097.60039,86340.42,1.08,1.75,1095,0,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2023,Q2-2023,281571786,234600786,gaChot786,STARSZY PRZEDSTAWICIEL MEDYCZNY,MacroZantacnatural,Currency,0.25,Sales,SvT - Currency,81593.16261,49876.9,0.61,0,1825,0,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2022,Q3-2022,281571786,234600786,gaChot786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Cardiopure Tablet,Currency,0.075,Sales,EI,0,0,1.12,2,547.5,0,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2021,Q4-2021,281571786,234600786,gaChot786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Pediacure Spray,Currency,0.175,Sales,SvT - Currency,59490.16316,59928.25,1.01,1.15,1277.5,0,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2025,Q1-2025,281571786,234600786,gaChot786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Hyponatural Drops,Currency,0.075,Sales,EI,0,0,0.96,0,547.5,0,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2024,C1-2024,281571786,234600786,gaChot786,STARSZY PRZEDSTAWICIEL MEDYCZNY,Hepatorapid Powder,Currency,0.175,Sales,SvT - Currency,174063.7504,156614.66,0.9,0.2,1277.5,0,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2023,Q3-2023,281571786,ntVaca786,noVACA786,VACAT ROLE,AriceptCapsule,Currency,0.03,Sales,EI,0,0,0.97,0,0,0,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2022,Q4-2022,281571786,ntVaca786,noVACA786,VACAT ROLE,GynecoZantacactive,Currency,0.07,Sales,SvT - Currency,255624.8822,253445.77,0.99,0.65,0,0,0,0,REP
Spain,Euro (EUR),BL-B,Team4,2021,Q1-2021,281571786,ntVaca786,noVACA786,VACAT ROLE,ImmunoLantuscare,Currency,0.15,Sales,SvT - Currency,80097.60039,86340.42,1.08,1.75,0,0,0,0,REP
Spain,Euro (EUR),BL-A,Team5,2025,Q2-2025,281571786,ntVaca786,noVACA786,VACAT ROLE,RituxanCream,Currency,0.25,Sales,SvT - Currency,81593.16261,49876.9,0.61,0,0,0,0,0,REP
Spain,Euro (EUR),BL-D,Team2,2024,C3-2024,281571786,ntVaca786,noVACA786,VACAT ROLE,Urocomplete Injection,Currency,0.075,Sales,EI,0,0,1.12,2,0,0,0,0,REP
